angleX,angleY,angleZ
-107.12,-35.74,4110.13
-104.6,-36.41,4110.4
-102.15,-37.07,4110.71
-99.82,-37.77,4111.03
-97.52,-38.5,4111.33
-95.29,-39.23,4111.62
-93.06,-39.9,4111.88
-90.83,-40.48,4112.14
-88.58,-40.98,4112.39
-86.4,-41.38,4112.62
-84.2,-41.6,4112.88
-82.14,-41.99,4113.07
-80.07,-42.39,4113.23
-78.32,-42.79,4113.4
-76.29,-43.5,4113.56
-74.52,-44.3,4113.72
-72.68,-45.23,4113.89
-70.82,-46.16,4114.05
-69.06,-47.12,4114.2
-67.28,-48.09,4114.34
-65.55,-49.11,4114.49
-63.89,-50.08,4114.62
-62.28,-51.06,4114.74
-60.68,-52.0,4114.86
-59.14,-52.96,4114.95
-57.69,-53.96,4115.0
-56.33,-54.98,4114.99
-55.05,-56.0,4114.93
-53.8,-57.02,4114.83
-52.5,-58.01,4114.72
-51.13,-58.99,4114.59
-49.75,-59.89,4114.5
-48.26,-60.75,4114.43
-46.89,-61.6,4114.39
-45.47,-62.45,4114.36
-44.1,-63.32,4114.34
-42.75,-64.21,4114.32
-41.5,-65.05,4114.29
-40.24,-65.76,4114.23
-39.04,-66.3,4114.11
-37.84,-66.8,4113.86
-36.86,-67.09,4113.56
-36.04,-67.47,4113.1
-35.48,-68.1,4112.5
-35.21,-69.09,4111.73
-35.13,-70.6,4110.81
-35.26,-72.72,4109.78
-35.32,-75.23,4108.71
-34.97,-78.0,4107.66
-34.17,-80.87,4106.68
-32.91,-83.72,4105.65
-31.22,-86.02,4104.83
-29.52,-87.94,4104.07
-27.97,-89.51,4103.35
-26.74,-90.94,4102.6
-25.83,-92.38,4101.77
-25.22,-94.03,4100.83
-24.81,-96.14,4099.79
-24.28,-98.76,4098.66
-22.97,-101.7,4097.49
-20.89,-104.98,4096.19
-18.33,-107.71,4095.12
-15.46,-110.14,4094.12
-12.62,-112.19,4093.22
-9.65,-114.0,4092.42
-6.87,-115.53,4091.7
-4.38,-116.95,4091.02
-2.2,-118.58,4090.31
-0.1,-120.72,4089.54
2.17,-123.26,4088.69
4.61,-126.4,4087.61
7.4,-129.25,4086.56
10.27,-131.95,4085.43
13.11,-134.53,4084.22
15.98,-136.98,4082.94
18.72,-139.33,4081.59
21.33,-141.56,4080.2
23.7,-143.76,4078.77
25.82,-146.06,4077.34
27.7,-148.34,4075.91
29.6,-151.28,4074.36
31.62,-154.1,4072.99
33.43,-156.93,4071.49
35.1,-159.61,4069.86
37.08,-161.97,4068.22
39.11,-164.13,4066.53
40.98,-166.25,4064.87
42.66,-168.45,4063.21
44.02,-163.6,4061.56
45.18,-159.09,4059.97
46.35,-154.91,4058.24
47.72,-150.49,4056.8
49.27,-145.94,4055.38
50.82,-141.85,4053.95
52.36,-137.88,4052.49
53.8,-133.92,4051.04
55.49,-129.96,4049.66
57.33,-125.93,4048.45
59.2,-121.5,4047.47
61.48,-123.94,4046.61
