angleX,angleY,angleZ
75.63,-101.08,-205.55
76.4,-101.43,-205.64
76.96,-101.0,-205.82
77.57,-100.82,-205.97
78.2,-100.64,-206.13
78.72,-100.01,-206.25
79.42,-99.71,-206.35
79.93,-99.15,-206.45
80.5,-98.58,-206.54
80.99,-98.2,-206.65
81.35,-97.76,-206.78
81.97,-97.5,-206.89
82.5,-97.2,-207.0
82.97,-96.91,-207.11
83.5,-96.61,-207.2
83.89,-96.32,-207.29
84.27,-96.01,-207.37
84.66,-95.71,-207.42
85.05,-95.4,-207.42
85.51,-95.0,-207.37
86.09,-94.53,-207.19
86.63,-93.77,-206.99
87.13,-93.0,-206.78
87.49,-92.32,-206.62
87.66,-91.76,-206.52
87.67,-91.51,-206.52
87.61,-91.52,-206.62
87.62,-91.77,-206.81
87.74,-92.08,-207.07
87.91,-92.29,-207.36
88.06,-92.37,-207.73
88.2,-92.25,-208.08
88.19,-92.03,-208.45
88.25,-91.92,-208.88
88.23,-91.44,-209.35
88.21,-91.75,-209.9
87.84,-91.7,-210.5
87.85,-91.84,-211.05
88.02,-92.35,-211.62
88.06,-92.66,-212.17
88.28,-93.33,-212.8
88.7,-93.24,-213.16
89.27,-93.13,-213.38
90.03,-92.75,-213.41
91.03,-92.06,-213.25
92.21,-91.08,-212.92
93.44,-89.57,-212.44
94.71,-87.91,-211.88
95.83,-86.31,-211.3
96.76,-85.03,-210.74
97.65,-84.23,-210.15
98.49,-83.99,-209.66
99.42,-84.26,-209.21
100.45,-84.82,-208.83
101.48,-85.51,-208.54
102.4,-86.19,-208.39
103.18,-86.86,-208.38
103.85,-87.54,-208.5
104.35,-88.15,-208.73
104.64,-88.69,-209.07
104.67,-89.56,-209.63
104.73,-90.46,-210.09
104.84,-91.37,-210.53
105.18,-92.19,-210.91
105.63,-92.64,-211.2
106.24,-92.58,-211.43
106.75,-91.33,-211.64
107.11,-89.76,-211.87
107.22,-88.66,-212.1
107.38,-87.57,-212.31
107.49,-86.93,-212.47
107.72,-86.78,-212.53
108.03,-86.6,-212.5
108.48,-86.77,-212.4
108.97,-86.16,-212.23
109.45,-85.09,-212.02
109.87,-83.84,-211.83
110.18,-82.34,-211.66
110.33,-80.97,-211.56
110.41,-79.75,-211.5
110.26,-78.92,-211.51
110.11,-78.9,-211.56
110.0,-80.49,-211.61
110.03,-82.3,-211.64
110.35,-83.96,-211.62
110.9,-85.24,-211.53
111.55,-85.53,-211.37
112.22,-83.35,-211.16
112.74,-81.21,-210.93
113.15,-79.35,-210.71
113.64,-77.53,-210.42
114.2,-75.67,-210.17
114.88,-73.85,-209.89
115.62,-72.02,-209.56
116.31,-70.15,-209.22
117.04,-68.59,-208.85
117.76,-67.39,-208.48
118.49,-67.08,-208.1
119.26,-69.04,-207.73
120.15,-71.05,-207.35
