angleX,angleY,angleZ
95.37,-65.83,-173.91
95.58,-65.58,-173.93
95.77,-65.27,-173.96
96.1,-65.09,-173.96
96.32,-64.95,-173.96
96.57,-64.71,-173.92
96.94,-64.69,-173.84
97.32,-64.54,-173.7
97.8,-64.46,-173.51
98.3,-64.33,-173.29
98.87,-63.96,-172.99
99.46,-63.83,-172.77
99.82,-63.47,-172.57
100.13,-63.36,-172.38
100.4,-63.44,-172.25
100.57,-63.66,-172.15
100.79,-64.05,-172.09
100.95,-64.39,-172.07
101.04,-64.9,-172.1
101.12,-65.49,-172.18
101.12,-66.34,-172.35
101.19,-67.0,-172.51
101.45,-67.59,-172.61
101.86,-67.88,-172.7
102.09,-67.72,-172.81
102.22,-67.33,-172.93
102.3,-66.89,-173.03
102.24,-66.58,-173.15
102.16,-66.44,-173.29
102.12,-66.52,-173.45
102.13,-66.75,-173.64
102.16,-67.1,-173.82
102.14,-67.61,-174.04
102.08,-68.25,-174.29
102.03,-68.93,-174.56
102.12,-69.6,-174.83
102.14,-70.06,-175.07
102.27,-70.15,-175.27
102.45,-70.03,-175.41
102.54,-69.79,-175.5
102.69,-69.56,-175.52
102.84,-69.34,-175.47
103.1,-69.12,-175.34
103.39,-68.94,-175.16
103.65,-68.81,-174.97
103.75,-68.86,-174.81
103.75,-69.11,-174.71
103.69,-69.6,-174.69
103.6,-70.25,-174.77
103.53,-70.95,-174.92
103.48,-71.77,-175.21
103.52,-72.56,-175.53
103.55,-73.28,-175.89
103.63,-73.74,-176.23
103.85,-74.25,-176.51
104.32,-74.11,-176.67
104.82,-73.54,-176.75
105.51,-72.61,-176.75
105.83,-71.62,-176.71
105.99,-71.11,-176.71
105.93,-71.23,-176.79
106.14,-72.13,-176.89
106.41,-72.81,-176.97
106.97,-73.18,-176.98
107.66,-72.62,-176.9
108.25,-71.47,-176.75
108.81,-70.31,-176.57
109.26,-69.16,-176.36
109.72,-68.19,-176.11
110.17,-67.37,-175.82
110.71,-66.97,-175.45
111.28,-67.91,-175.12
111.81,-69.25,-174.8
112.43,-71.19,-174.54
112.99,-73.08,-174.32
113.62,-74.99,-174.17
114.22,-76.82,-174.08
114.82,-78.52,-174.06
115.44,-80.06,-174.08
116.0,-81.25,-174.1
116.5,-79.78,-174.13
116.91,-77.91,-174.15
117.12,-76.27,-174.18
117.24,-74.76,-174.25
117.33,-73.26,-174.34
117.46,-69.65,-174.49
117.68,-65.23,-174.7
117.95,-60.88,-175.0
118.27,-56.61,-175.39
118.6,-52.36,-175.85
118.95,-55.12,-176.39
119.47,-50.91,-176.83
120.08,-47.02,-177.23
120.35,-44.47,-177.66
120.53,-41.72,-178.03
120.98,-39.3,-178.29
121.6,-36.75,-178.38
122.37,-33.88,-178.37
123.12,-31.9,-178.28
123.8,-29.88,-178.17
