angleX,angleY,angleZ
18.24,-174.1,1111.38
20.05,-173.3,1111.4
21.62,-172.45,1111.37
23.21,-171.32,1111.45
25.2,-170.21,1111.59
27.16,-168.78,1111.79
29.19,-167.22,1112.04
31.18,-165.66,1112.29
33.01,-164.06,1112.51
34.75,-162.75,1112.69
36.4,-161.69,1112.85
38.03,-160.71,1112.94
39.63,-159.8,1113.0
41.22,-158.91,1113.04
42.81,-158.01,1113.07
44.36,-157.11,1113.09
45.85,-156.15,1113.09
47.3,-155.14,1113.09
48.7,-154.1,1113.08
50.18,-153.03,1113.08
51.47,-151.9,1113.07
52.59,-150.64,1113.07
53.87,-149.37,1113.1
55.12,-148.07,1113.16
56.3,-146.75,1113.24
57.41,-145.5,1113.32
58.49,-144.31,1113.4
59.76,-143.18,1113.61
60.9,-141.87,1113.63
61.82,-140.94,1113.74
62.98,-140.15,1113.83
63.76,-139.26,1113.92
64.81,-138.59,1114.01
65.65,-137.71,1114.09
66.28,-137.14,1114.11
66.87,-136.51,1114.1
67.13,-135.82,1114.11
67.73,-135.19,1114.15
68.37,-134.74,1114.17
68.85,-134.18,1114.19
69.57,-133.91,1114.18
70.14,-133.69,1114.12
70.85,-133.45,1114.06
71.77,-133.27,1113.99
72.68,-132.93,1113.92
73.62,-132.42,1113.85
74.52,-131.73,1113.79
75.4,-130.9,1113.75
76.26,-130.0,1113.74
76.98,-129.18,1113.78
77.74,-128.33,1113.89
78.6,-127.6,1114.02
79.25,-127.01,1114.15
79.81,-126.31,1114.27
80.4,-125.96,1114.35
80.93,-125.76,1114.38
81.5,-125.56,1114.36
82.11,-125.82,1114.21
82.65,-126.28,1114.0
83.29,-126.97,1113.75
83.97,-127.68,1113.47
84.83,-128.03,1113.29
85.92,-128.01,1113.21
87.01,-127.43,1113.19
87.97,-126.22,1113.2
88.68,-124.63,1113.18
88.99,-123.22,1113.12
89.04,-122.05,1112.98
89.13,-121.4,1112.76
89.21,-121.53,1112.45
89.34,-122.99,1112.04
89.69,-124.57,1111.67
90.36,-126.02,1111.41
91.22,-127.15,1111.25
92.4,-127.97,1111.24
93.66,-128.51,1111.35
95.02,-128.64,1111.56
96.35,-128.75,1111.84
97.53,-128.92,1112.14
98.59,-129.11,1112.47
138.64,-82.9,1291.27
138.51,-84.56,1290.52
138.41,-86.14,1289.7
138.0,-87.58,1288.81
137.62,-88.89,1287.9
137.12,-89.93,1287.01
136.54,-90.55,1286.15
135.87,-90.65,1285.38
135.24,-90.42,1284.73
134.49,-90.22,1284.14
134.08,-89.57,1283.54
133.49,-88.55,1283.23
132.63,-87.91,1283.11
131.82,-87.9,1283.03
131.06,-88.06,1282.96
130.37,-88.54,1282.9
129.67,-89.43,1282.82
129.03,-90.04,1282.79
128.4,-90.48,1282.89
128.07,-90.77,1283.11
